latitud,longitud
20.76668299978822,-89.46656700025889
20.70913599969878,-89.49137000011233
20.714166999604426,-89.491633000054
20.757633999768647,-89.47100799955014
20.82877900014387,-89.46070699964513
20.765967000249024,-89.41874599983822
20.834057999931026,-89.46493999955199
20.764906000049837,-89.41618100036813
20.76491199988329,-89.40838799988008
20.802635000445687,-89.4312079999122
20.90753300008342,-89.29415000036462
20.904966999900367,-89.30066700048563
20.91208300045915,-89.3030670001343
20.911016999776646,-89.29941700019738
20.90538300043343,-89.30438299992115
20.822483999956354,-89.51328999984337
21.075535999784147,-89.9535379996273
21.028292999981712,-89.89436700045779
20.893612999693673,-89.90986599968707
20.890186999676818,-89.90364500028696
20.890272000079253,-89.90581400029534
20.89081199971337,-89.90971799959506
20.94814099954146,-89.93515399991205
20.975185000252917,-89.91352400039689
20.966885000112736,-89.92301199970062
20.978888999684287,-89.91985700031609
21.035966999850498,-89.750000000153
21.02836699975222,-89.73115000043771
21.03228300029187,-89.88099999982109
21.03290000020748,-89.8857169996062
21.005899999968882,-89.8755830002031
21.006382999720266,-89.872099999611
21.003215000305747,-89.87369699965393
21.00212899968734,-89.88032099993573
21.00016700029876,-89.87634999976058
20.99829900040086,-89.87176500001642
21.026027999951232,-89.73165899968558
20.877050000055647,-89.89006699958668
20.525899999686988,-90.06035000029323
20.525463999704588,-90.0566120002644
20.525082999708093,-90.05214999955379
21.073959999668073,-89.40314099992015
21.07559400012115,-89.40225899985803
21.10687600030177,-89.38555700005651
21.12084324724184,-89.72449644103298
21.101622999586937,-89.37763200006414
21.106662999938905,-89.3710579999394
21.107064000340426,-89.37496900023072
21.178118999702832,-89.54069500015488
21.159299000377846,-89.3483440001517
21.1913109997555,-89.39064800030621
21.001706000260086,-89.38239099973248
21.03558399981452,-89.42161700040506
20.857313889083184,-89.64126944457111
21.111367000367515,-89.47348299981448
20.868716999620943,-90.10771699959336
20.764927000253156,-89.82546699966862
20.88659100016177,-89.81751200015064
20.876093000304998,-89.81822099982075
20.753354000051498,-89.85454299977394
20.753605000422734,-89.8571800002773
20.774114000287394,-89.8204700000236
20.77564999982066,-89.81968300017715
20.775450000166195,-89.81816700022111
20.773997999607392,-89.81592899980878
20.941917000006214,-89.52361699971354
20.941549999942577,-89.52688300030614
20.941533000083332,-89.52975000006451
20.94215000031281,-89.53231699954542
20.950920000260176,-89.52696399950514
20.9508339996595,-89.52684999977559
20.768490000189665,-89.82368399999787
20.77905299983689,-89.81968099965037
20.851482999700405,-89.74391700027766
20.85996500036401,-89.76335300021107
20.879381999528896,-89.78405799970037
20.76139799959887,-89.71927799976844
20.879993170958553,-89.73308300006312
20.864706999630304,-89.75915099998659
20.85383799971357,-89.70370199959102
20.883181000238242,-89.81768299984111
20.94145999995372,-89.55017299995407
20.81865400012319,-89.64929599971715
20.851129000338105,-89.77636599967218
21.155533999865217,-89.23061200027108
20.849638000276663,-89.74370599969241
20.919805381196415,-89.89725732648903
21.085365325315866,-89.94210672582244
20.912049572275546,-89.96160770569243
21.023796863978724,-89.5289172667827
20.752882935830332,-89.84800307068156
20.752123189005992,-89.81761556471183
20.82367950551373,-89.21215720266302
20.827248207618197,-89.44646319293415
20.81981468668377,-89.51604326566613
21.087852640780937,-89.47252880770692
21.09273922234244,-89.47597703682658
21.11609688072711,-89.47112281410884
21.119182622255252,-89.47935735046954
21.11104137824472,-89.47738669219517
21.08511773731016,-89.39767120799381
21.08676593995601,-89.39768840909832
21.08943752098534,-89.39778274855627
20.871684169980906,-89.26974718777872
20.86807765157809,-89.23734841451997
20.72370514449077,-89.3112156344189
21.096909209591725,-89.69319684074098
20.885668017401866,-89.91282367118154
20.885926921846075,-89.90825131122031
20.8790010742276,-89.79214107947745
20.59421616444573,-89.35295171774048
20.876471382710726,-90.08392670789699
20.826403226541245,-90.13674510187947
21.115789804756833,-89.70133907714586
21.112013493603797,-89.70502996804818
21.12434168349448,-89.73675972370843
20.747975934285815,-89.82199685126045
20.899422634950557,-89.89250953584055
20.951915532932606,-89.94164751692493
20.972710183821594,-89.952037860505
20.968752739223355,-89.9489657929759
20.96801680818243,-89.95847150978057
21.05877806529315,-89.90155440743203
21.099013323409235,-89.69495923722556
20.892454637203056,-89.48090285002752
20.394608750270987,-88.97528107730443
20.409027239353748,-88.97635967366402
20.887935449516622,-89.20043733949244
20.95611114845137,-89.6958485009852
20.14786276732944,-89.16418542123827
20.14471655450372,-89.17789510080476
20.13819511156202,-89.18011911549002
20.74607922526781,-89.81946240558563
20.846232934954582,-89.1903709092102
